KOJIN ID,Formula,DFT enthalpy,Nzpe energy,SP energy
001CID6375, C1H3N1O2F0, -20.801276170, -48.507671689, -153749.359508612
002CID10509, C1H0N4O8F0, 10.902748814, -18.293670872, -538678.387578462
003CID15311932, C1H0N6O6F0, 73.088045085, 43.097199280, -513026.139491764
004CID20120, C2H6N2O2F0, -12.656229809, -65.494784317, -213146.710441326
005CID14344427, C2H3N5O4F0, 50.686108429, 5.168779645, -409394.312914357
006CID61232, C2H0N6O12F0, 11.40081582, -34.93886576, -819984.51984697
007CID4510, C3H5N3O9F0, -87.972384180, -156.465024684, -601277.528320334
008CID26368, C3H6N6O3F0, 68.511141457, -.291802318, -421619.893307988
009CID8490, C3H6N6O6F0, 25.461598180, -51.801405467, -563152.134936392
010CID8819, C4H8N4O2F0, 27.788555190, -50.384712153, -330430.103768960
011CID20124, C4H8N4O4F0, -5.292626012, -89.131243282, -424789.338316926
012CID140617, C4H4N8O14F0, -7.91464121, -97.48951961, -1032397.17403765
013CID7416, C6H5N1O2F0, 4.353965057, -54.376452707, -274080.741608117
014CID6947, C6H5N1O3F0, -27.589515659, -88.443836208, -321275.053000036
015CID11137, C6H5N1O3F0, -32.892235663, -93.736515512, -321280.345679341
016CID980, C6H5N1O3F0, -34.768800427, -95.700304610, -321282.309468438
017CID7423, C6H6N2O2F0, 5.876541355, -61.899499576, -308818.636115225
018CID7475, C6H6N2O2F0, 3.575611087, -64.221764771, -308820.958380420
019CID69319, C6H5N3O0F0, 86.152928371, 27.148289421, -248408.359649443
020CID137049, C6H4N4O2F0, 76.749702553, 16.674845489, -376738.580450264
021CID141415, C6H10N6O10F0, -55.75793695, -176.57277804, -825136.74730199
022CID7473, C7H7N1O2F0, -6.280140582, -80.804046159, -298757.161561416
023CID8461, C7H6N2O4F0, -10.623804423, -86.202240946, -427082.307113092
024CID12152, C7H7N3O0F0, 84.866668899, 9.668190150, -273075.832108561
025CID13330261, C7H15N3O0F0, 16.422178314, -107.993565622, -276117.942345081
026CID8376, C7H5N3O6F0, -9.885245291, -86.344392315, -555402.196621350
027CID145163, C10H14N2O4F0, -54.852872632, -193.420399080, -501870.614470954
028CID357114, C10H15N3O0F0, 29.441597004, -108.407744155, -347874.997242594
029CID577098, C9H11N3O0F0, 65.033641033, -41.860373271, -322427.345391676
030CID5462985, C14H6N6O12F0, 25.95344479, -103.64041491, -1109273.12063260
031CID12231, C1H3N1O2F0, -18.844601378, -45.710762073, -153746.562598996
032CID11724, C1H3N1O3F0, -35.504739054, -65.346332570, -200926.442177911
033CID61172, C1H2N2O4F0, -15.171721681, -43.930765248, -282064.529959060
034CID8026, C2H5N1O2F0, -28.818594394, -71.766270002, -178422.610466772
035CID12259, C2H5N1O3F0, -45.212889758, -91.134743590, -225602.222948778
036CID10979, C3H7N1O2F0, -35.404134952, -94.529335358, -203095.365891975
037CID164756, C4H9N1O3F0, -63.463986752, -140.740639866, -274951.813564749
038CID10996, C4H9N1O2F0, -42.311710028, -117.567371611, -227768.396288075
039CID11672, C4H9N1O2F0, -49.906732555, -125.323663880, -227776.152580344
040CID143467, C4H4N4O7F0, -15.633574646, -79.626020249, -564798.340878775
041CID23506, C5H10N2O2F0, -23.546037115, -113.388606782, -286413.469223145
042CID11473, C6H5N1O1F0, 37.945841184, -17.768982287, -226883.890129278
043CID69321, C7H7N1O2F0, -.886652262, -75.913193818, -298752.270709075
044CID136409, C7H6N2O4F0, .873725331, -74.913671345, -427071.018543491
045CID6672, C8H9N1O2F0, -12.122278238, -102.598432630, -323428.948307734
046CID297, C1H4N0O0F0, -19.9479550885, -45.7664882320, -25426.8709682660
047CID222, C0H3N1O0F0, -4.1687427929, -23.6560768134, -35485.1396572394
048CID962, C0H2N0O1F0, -44.0621332858, -56.3485047268, -47947.7046333323
049CID6326, C2H2N0O0F0, 61.1146015981, 44.8726953701, -48523.9999041369
050CID6325, C2H4N0O0F0, 12.5044450197, -16.8642849648, -49316.8490046588
051CID6324, C2H6N0O0F0, -24.2897053902, -66.6434425107, -50097.7402823917
052CID768, C1H1N1O0F0, 34.7384653174, 24.7587319909, -58624.4929679081
053CID281, C1H0N0O1F0, -20.221311098, -24.090693309, -71103.214941388
054CID712, C1H2N0O1F0, -25.515458030, -41.048940101, -71851.285308367
055CID887, C1H4N0O1F0, -43.601040055, -72.487877867, -72613.836366320
056CID947, C0H0N2O0F0, 5.153115198, 1.727347742, -68727.903452549
057CID9321, C0H4N2O0F0, 28.083338033, -1.231495532, -70193.086536197
058CID784, C0H2N0O2F0, -23.147056823, -37.776332008, -95089.376469032
059CID280, C1H0N0O2F0, -90.962365951, -97.992924548, -118337.361181045
060CID948, C0H0N2O1F0, 18.712473738, 12.677738618, -115877.197070091
061CID24823, C0H0N0O3F0, 39.110559055, 35.253909013, -141445.478116243
062CID6335, C3H4N0O0F0, 46.735961582, 14.260055383, -73204.604903971
063CID10037, C3H4N0O0F0, 43.554110328, 11.371878276, -73207.493081078
064CID123173, C3H4N0O0F0, 67.947223433, 35.557913556, -73183.307045798
065CID8252, C3H6N0O0F0, 2.279534208, -43.177614395, -73993.154693936
066CID6351, C3H6N0O0F0, 10.741878161, -35.264968094, -73985.242047635
